ID,Post,Labels,Simple_Labels,SubCategory,"Simple_Labels,SubCategory",,
4093,આ બંને ભાઈઓ ને નાત બારા કઠવા જોઈ એ ખાવા પીવા નોકરી કાઈ નાઇ દેવાનું તોજ સુધરશે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4094,ખજૂરભાઈ બિચારા સામાન્ય લોકો માટે કેટલું કામ કરે છે આ દાદા માટે પણ તેમણે કેટલું કામ કર્યું હતું 😭😭. પણ આવા રાક્ષસોને લીધે.... 😡😡😡😡,"""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
4095,આ બહુજ શરમજનક કૃત્યો કર્યા છે.,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4096,ભારત મારો દેશ છે બધા ભારતીયો મારા ભાઈ બંને છે એનું પ્રરીણા સુ આ છે ભાઈ ખજુર ભાઈ જીનદા બાદ,"""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
4097,"મેં ખજૂર ભાઈ તમને, પહેલીવાર સાંભળ્યા , ખૂબ જ સરસ કામ છે, તમારું, જયભીમ 🙏","""Non-Hate"",""Positive""",Non-Hate,Positive,"Non-Hate,Positive","""Non-Hate""","""Positive"""
4098,આ દાદા નુ નામ કાનાભાઈ છે દાદા ના પત્ની ગુજરી ગયા ત્યારે તેમના છોકરા બે સાત થી નવ વષૅ ના હતા દાદા પોતે ઘેર ઘેર બાલદાઢી કરતા મજુરી કરતા હાથે રસોઈ કરતા અને મોટા કરેલ છે અને આ એજ તેમના બે છોકરાઓ દાદા ને માર મારયો છે આ એજ કપાતર .નરાધમ.રાક્ષસ. નિદૅયી છોકરાઓ છે તેમને સજા થવી જોઈએ,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4099,સાચી વાત છે આપણે વૃધ્ધો ને સાચવવા જોઈએ આવી રીતે નો કરવુ જોઈએ,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4100,બંને લુખ્ખીયુ છે હો ભાય હા,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4101,શિલ્પા બાવળિયુ તો તદ્દન ગાંડુ છે. લોડા વગર નુ મટીડુ જ દેખાય 😂,"""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
4102,તમે પાટણ નો. વિડીયો કેમ ડીલીટ કરી નાખ્યો પેલા હતો ને..,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4103,કિર્તી બેર કોઈક પોર્વી ને વયો જાસે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4104,બને ના મા બાપ કાળા પાણી થી રોવે છે કે ક્યા મૂર્ત મા આને પેદા કર્યા,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4105,307ની કલમ તો જીવલેણ હુમલો કરવા માટે હોય. તારે સેની 307 લાગી?,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4106,અમારે ત્યાં એક ભાઇ ગુનો કરીને જેલમાં ગયા તો કેદીઓ એ પૂછ્યું કે તમે શેમાં આયા તો કે પોલીસ ની જીપ માં આવ્યા,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4107,"છોકરી માટે તો અલગ થી મોજ હોય
તને બોવ મજા આવી તો પાછી કેમ આવી","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4108,હુ પણ બે વર્ષ રહીને આવિયો છુ તમારી વાત સાવ સાચી છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4109,જય રાજપુતાના કોઈ પણ ધર્મ હોય કે કોઇ પણ સમાજ હોય તેનો એક ઇતિહાસ અને એક સ્વામાન હોય છે તેને હંમેશા માન આપો 🙏🏽🙏🏽,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4110,ભાઈ તમે બને પક્ષ વિરોધ કરવા મા ને કરવા મા તમે આગળ આવતા નથી.,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4111,લૂખી સાથે કોઈ ચર્ચા ના કરાય,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4112,તુ જા ને રુપિયા કમાવા આવુ કરવા માં મહેનત કલ,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4113,ભાઈ છે એક વિડીયો સાલી ને બોલાવો હુ પણ આવુ લુખ્ખી ને વિડિયો બનાવતા આવડે છે,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4114,"હૂ છુ ઠાકોર લુખ્ખી ને વિડિયો બનાવતા આવડે છે
સાલી નાગી આખુ કુટુંબ ખરાબ લાગે છે મને તો ભાઈ હુ પેલી લુખ્ખી ને કહુ છુ","""Hate"",""Swearing""",Hate,Swearing,"Hate,Abusive","""Hate""","""Swearing"""
4115,ગરીબો ને કોણ પૂછવા વાળું છે? બાકી કરોડો રૃપિયા લઈ ને વિદેશ માં નાસી છૂટવા વાળા માટે લાલ જાજમ બિછાવી ને બેસે છે!,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4116,"બધા કે છે ન્યાય મળવો જોઈએ... મળ્યો છે કોઈને? બધા ભૂલી જશે અને પોલીસ એના કામ માં મસ્ત થઇ જશે..જેના ગયા છે એને નુકશાની.
બાકી કોઈ તેમને ન્યાય અપાવવા ના નથી. ના સરકાર, ના પોલીસ, કે અન્ય કોઈ.","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4117,બધુ 2 થી 3 દિવસ મા બંધ કરી ને fail બંધ. જોવું હોય તો જોય લેજો ..બધા એક બીજા થી મળેલા છે...,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4118,તપાસ થવી જોઈએ,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4119,પોલીસ ને કૂતરા કહે વામાં આવે છે તે ‌સાચૂ છે બાઇક ચો રી માં કેટલા નાણાં નો તોડ‌કરવાનો હતો કોઈ ના છોકરાઓ ને મારી નાખવા ‌ને ફાંસી માં ખપાવવા ભગવાન નપાવટો નેં માફ‌ન કર રે તમારા છોકરા પણ આવી રીતેજ મરશે..હાય લાગશે,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4120,"સબકે સબ કોરોનાં યા ઓર કોઈ કુદરતી હેરાન થશે.
ન્યાય ઉપર વાળો આપી જ દેશ","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4121,સુશાંત સિંહ ફાંસી માં આદિવાસીઓ ના ભગવાન મોહનભાઈ ડેલકર ફાંસી માં આત્મહત્યા કરે એવી ફિલ્મી સ્ટોરી જોઈ જોઈ ચીખલી પોલીસ ભુલી ગઈ કે આ વખતે તમારી કહાની નાનુ બાળક પણ નહી માને,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4122,અહીં ધાર્મિક અને જાતીય કટ્ટરતા વાળા માનસિક ગુલામ પાષાણીય વિચારોના ખોખલા ઘમંડ મા બેઠેલાં સત્તાધારી ન્યાય ધર્મ અને જાતી અને આર્થીક સ્થિતિના આધારે કરવામાં આવે છે,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4123,તટસ્થ તપાસ થવી જોઈએ મૃતકોના પરિવારને ન્યાય મળવો જોઈએ,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4124,Police દ્વારા મશુમ છોકરાંઓ ને ટોચર કરિ ને જ મરી નાખવા મા અવૈય છે સાચી તપાસ થવી જૌએ,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4125,"ભગવાન, આદીવાસી, દુબળા, હળપતિ,ધોડી કે ઘણી શાખાઓ માથી બહાર આવી, ધક્કામુક્કી નહીં પણ તમારા વિકાસ માં એક બીજા નો સાથ આપો, કોઈ મા એવી શેર સુઠ નથી ખાધી કે તમારાં દીકરા ને મારી શકે.જય ભારત","""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4126,હજુ આપો પોલીસો ને પાવર,"""Hate"",""Accusations""",Hate,Accusations,"Hate,Accusations","""Hate""","""Accusations"""
4127,મારી નાયખા છે,"""Hate"",""Promoting violence""",Hate,Promoting violence,"Hate,Promoting violence","""Hate""","""Promoting violence"""
4128,ભગવાન ધરે દેર છે અંધેર નહીં હૈ......,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
4129,તટસ્થ તપાસ થવી જોઈએ મૃતકોના પરિવારને ન્યાય મળવો જોઈએ.,"""Non-Hate"",""Neutral""",Non-Hate,Neutral,"Non-Hate,Neutral","""Non-Hate""","""Neutral"""
